Dates,EURUSD Exchange rate,ECBRateFutures,EuroStoxx 50 (Equity Markets)
27-05-2008,1.5691,4.06,3711.03
28-05-2008,1.5638,4.08,3743.18
29-05-2008,1.5519,4.11,3752.24
30-05-2008,1.5554,4.11,3777.85
02-06-2008,1.5537,4.04,3720.5
03-06-2008,1.5445,4.04,3737.34
04-06-2008,1.544,4,3699.05
05-06-2008,1.5593,3.98,3682.83
06-06-2008,1.5778,3.96,3596.7
09-06-2008,1.5646,3.98,3597.34
10-06-2008,1.5467,4.18,3574.7
11-06-2008,1.5552,4.04,3509.39
12-06-2008,1.5439,4.04,3542.59
13-06-2008,1.538,4.02,3562.67
16-06-2008,1.5477,4.03,3532.83
17-06-2008,1.5511,4.02,3555.58
18-06-2008,1.5535,4.01,3507.97
19-06-2008,1.5505,4,3486.71
20-06-2008,1.5607,3.99,3426.58
23-06-2008,1.5518,4,3427.33
24-06-2008,1.5568,3.99,3404.52
25-06-2008,1.5667,3.96,3460.4
26-06-2008,1.5757,3.89,3366.35
27-06-2008,1.5794,3.71,3340.27
30-06-2008,1.5755,4.26,3352.81
01-07-2008,1.5793,3.92,3292.86
02-07-2008,1.5882,3.92,3288.52
03-07-2008,1.5703,3.94,3330.9
04-07-2008,1.5706,3.94,3275.2
07-07-2008,1.5726,3.91,3332.66
08-07-2008,1.567,3.79,3287.6
09-07-2008,1.5743,4.28,3342.48
10-07-2008,1.5788,4.28,3283.01
11-07-2008,1.5938,4.27,3197.78
14-07-2008,1.5908,4.28,3216.24
15-07-2008,1.5911,4.28,3142.73
16-07-2008,1.5827,4.28,3174.76
17-07-2008,1.5863,4.28,3256.09
18-07-2008,1.5847,4.28,3321.53
21-07-2008,1.5922,4.29,3333.92
22-07-2008,1.5784,4.29,3326.24
23-07-2008,1.5698,4.3,3387.5
24-07-2008,1.5677,4.3,3354.58
25-07-2008,1.5709,4.29,3351.13
28-07-2008,1.5741,4.3,3313.41
29-07-2008,1.5588,4.29,3324.86
30-07-2008,1.5576,4.3,3367.33
31-07-2008,1.5603,4.38,3367.82
01-08-2008,1.5564,4.29,3316.61
04-08-2008,1.5576,4.3,3289.26
05-08-2008,1.5454,4.31,3380.09
06-08-2008,1.5408,4.31,3409.02
07-08-2008,1.5325,4.32,3397.25
08-08-2008,1.5005,4.3,3408.48
11-08-2008,1.4909,4.3,3445.66
12-08-2008,1.4926,4.32,3436.85
13-08-2008,1.4919,4.3,3354.75
14-08-2008,1.4826,4.31,3356.84
15-08-2008,1.4687,4.29,3367.62
18-08-2008,1.4694,4.3,3366.09
19-08-2008,1.4776,4.28,3279.75
20-08-2008,1.4747,4.28,3295.28
21-08-2008,1.4899,4.27,3248.92
22-08-2008,1.4793,4.27,3312.41
25-08-2008,1.4754,4.28,3280.41
26-08-2008,1.4653,4.29,3297.42
27-08-2008,1.4727,4.3,3299.15
28-08-2008,1.4706,4.3,3359.42
29-08-2008,1.4673,4.36,3365.63
01-09-2008,1.4617,4.3,3364.4
02-09-2008,1.452,4.3,3416.46
03-09-2008,1.4498,4.31,3368.97
04-09-2008,1.4325,4.31,3274.82
05-09-2008,1.4267,4.31,3185.83
08-09-2008,1.4128,4.3,3284.12
09-09-2008,1.4133,3.92,3261.07
10-09-2008,1.3998,4.3,3242.02
11-09-2008,1.3998,4.31,3222.1
12-09-2008,1.4224,4.3,3278.02
15-09-2008,1.4243,4.46,3151.17
16-09-2008,1.4129,4.22,3088.43
17-09-2008,1.4326,4.42,3018.77
18-09-2008,1.4348,4.37,3000.83
19-09-2008,1.4466,4.38,3253.52
22-09-2008,1.4774,4.38,3181.77
23-09-2008,1.4648,4.47,3139.83
24-09-2008,1.4621,4.26,3119.83
25-09-2008,1.4609,4.28,3207.11
26-09-2008,1.4614,4.03,3156.46
29-09-2008,1.4435,3.92,3008.19
30-09-2008,1.4092,4.17,3038.2
01-10-2008,1.4009,4.19,3067.35
02-10-2008,1.3819,4.2,3007.51
03-10-2008,1.3772,4.14,3113.82
06-10-2008,1.3499,4.39,2868.97
07-10-2008,1.3588,4.6,2879.45
08-10-2008,1.3654,4.51,2694.55
09-10-2008,1.3604,3.97,2629.04
10-10-2008,1.3409,3.85,2421.87
13-10-2008,1.3581,3.76,2688.32
14-10-2008,1.3619,3.7,2756.74
15-10-2008,1.3499,3.7,2578.06
16-10-2008,1.3456,3.64,2423.8
17-10-2008,1.341,3.62,2532.17
20-10-2008,1.3344,3.6,2613.68
21-10-2008,1.3063,3.57,2598.97
22-10-2008,1.2855,3.57,2457.97
23-10-2008,1.2934,3.57,2452.03
24-10-2008,1.2623,3.57,2333.28
27-10-2008,1.2493,3.52,2293.05
28-10-2008,1.2683,3.54,2381.68
29-10-2008,1.2963,3.54,2515.24
30-10-2008,1.2915,3.55,2528.04
31-10-2008,1.2726,3.59,2591.76
03-11-2008,1.2643,3.48,2610.04
04-11-2008,1.2981,3.45,2755.12
05-11-2008,1.2954,3.44,2710.65
06-11-2008,1.2715,3.42,2542.04
07-11-2008,1.2718,3.43,2602.54
10-11-2008,1.2748,3.45,2625.84
11-11-2008,1.2522,3.66,2483.61
12-11-2008,1.2505,3.14,2400.74
13-11-2008,1.2769,3.08,2429.94
14-11-2008,1.2605,3.03,2456.43
17-11-2008,1.265,3,2364.83
18-11-2008,1.2618,2.96,2390.1
19-11-2008,1.2489,2.92,2295.36
20-11-2008,1.2453,2.91,2225.99
21-11-2008,1.2587,2.9,2165.91
24-11-2008,1.2953,2.94,2380.3
25-11-2008,1.3065,2.93,2385.9
26-11-2008,1.288,2.93,2373.82
27-11-2008,1.2904,2.95,2427.97
28-11-2008,1.2691,2.97,2430.31
01-12-2008,1.2611,2.93,2288.39
02-12-2008,1.2714,2.91,2354.13
03-12-2008,1.2717,2.92,2369.52
04-12-2008,1.2777,2.9,2368.72
05-12-2008,1.2718,2.89,2252.09
08-12-2008,1.2963,2.87,2449.28
09-12-2008,1.2927,2.94,2480.79
10-12-2008,1.3023,2.35,2495.58
11-12-2008,1.3352,2.32,2485.39
12-12-2008,1.3369,2.31,2418.91
15-12-2008,1.3688,2.29,2407.47
16-12-2008,1.4002,2.3,2450.36
17-12-2008,1.442,2.25,2444.46
18-12-2008,1.424,2.24,2452.42
19-12-2008,1.3912,2.23,2444.14
22-12-2008,1.3944,2.24,2397.65
23-12-2008,1.3929,2.25,2382.14
24-12-2008,1.4013,2.22,2377.42
25-12-2008,1.4025,,
26-12-2008,1.4028,,
29-12-2008,1.3927,2.23,2388.3
30-12-2008,1.4057,2.26,2451.48
31-12-2008,1.3971,2.35,2447.62
01-01-2009,1.4045,,
02-01-2009,1.3921,2.22,2536.47
05-01-2009,1.3635,2.21,2553.41
06-01-2009,1.3536,2.18,2578.43
07-01-2009,1.3644,2.18,2538.55
08-01-2009,1.3702,2.16,2516.56
09-01-2009,1.3476,2.15,2486.59
12-01-2009,1.3362,2.14,2451.87
13-01-2009,1.3182,2.12,2411.28
14-01-2009,1.3191,2.12,2298.46
15-01-2009,1.3115,2.12,2257.67
16-01-2009,1.3267,2.11,2281.45
19-01-2009,1.3069,2.12,2252.39
20-01-2009,1.2904,2.15,2200.8
21-01-2009,1.3023,1.5,2188.43
22-01-2009,1.3001,1.25,2160.07
23-01-2009,1.2975,1.2,2147.87
26-01-2009,1.3189,1.23,2226.77
27-01-2009,1.316,1.19,2224.62
28-01-2009,1.3166,1.21,2322.78
29-01-2009,1.2954,1.23,2269.4
30-01-2009,1.2813,1.27,2236.98
02-02-2009,1.2843,1.21,2198.74
03-02-2009,1.304,1.22,2244.89
04-02-2009,1.2849,1.2,2297.73
05-02-2009,1.2791,1.19,2293.23
06-02-2009,1.294,1.19,2343.66
09-02-2009,1.3003,1.19,2348.95
10-02-2009,1.2913,1.29,2268.15
11-02-2009,1.2906,1.25,2267.9
12-02-2009,1.2861,1.23,2214.95
13-02-2009,1.2862,1.24,2228.29
16-02-2009,1.2801,1.24,2193.64
17-02-2009,1.2582,1.28,2119.98
18-02-2009,1.253,1.28,2118.47
19-02-2009,1.2674,1.28,2114.84
20-02-2009,1.2826,1.3,2011.68
23-02-2009,1.2694,1.3,1991.63
24-02-2009,1.2846,1.29,1977.5
25-02-2009,1.2723,1.3,1965.26
26-02-2009,1.2744,1.31,2021.14
27-02-2009,1.2669,1.37,1976.23
02-03-2009,1.2578,1.28,1882.79
03-03-2009,1.2561,1.28,1864.73
04-03-2009,1.2661,1.28,1943.46
05-03-2009,1.254,1.28,1852.25
06-03-2009,1.2653,1.26,1817.24
09-03-2009,1.2611,1.24,1809.98
10-03-2009,1.2682,1.34,1919.53
11-03-2009,1.2837,0.84,1932.79
12-03-2009,1.2913,0.85,1962.64
13-03-2009,1.2928,0.86,1969.52
16-03-2009,1.2968,0.86,2033.72
17-03-2009,1.3017,0.88,2012.25
18-03-2009,1.3474,0.89,2019.19
19-03-2009,1.3665,0.9,2039.58
20-03-2009,1.3582,0.92,2050.96
23-03-2009,1.3633,0.94,2121.72
24-03-2009,1.3468,0.93,2127.37
25-03-2009,1.3583,0.97,2149.18
26-03-2009,1.3526,0.98,2156.97
27-03-2009,1.3287,0.97,2118.76
30-03-2009,1.3199,0.96,2010.61
31-03-2009,1.325,1.64,2071.13
01-04-2009,1.3249,0.96,2097.57
02-04-2009,1.3461,0.89,2216.49
03-04-2009,1.3486,0.83,2198.75
06-04-2009,1.3416,0.79,2179.73
07-04-2009,1.3272,1.01,2165.56
08-04-2009,1.3282,0.86,2186.79
09-04-2009,1.3169,0.96,2247.89
10-04-2009,1.3189,,
13-04-2009,1.3368,,
14-04-2009,1.3259,0.89,2278.65
15-04-2009,1.3227,0.92,2262.96
16-04-2009,1.3186,0.97,2300.51
17-04-2009,1.3044,0.96,2341.15
20-04-2009,1.2921,0.98,2249.44
21-04-2009,1.2948,1,2243.63
22-04-2009,1.3005,0.95,2285.69
23-04-2009,1.3144,0.85,2259.54
24-04-2009,1.3242,0.7,2319.89
27-04-2009,1.3036,0.64,2317.36
28-04-2009,1.3149,0.58,2280.52
29-04-2009,1.3271,0.51,2334.59
30-04-2009,1.323,0.59,2375.34
01-05-2009,1.3273,,2375.34
04-05-2009,1.3406,0.5,2419.53
05-05-2009,1.333,0.52,2407.55
06-05-2009,1.3335,0.53,2437.27
07-05-2009,1.339,0.52,2406.08
08-05-2009,1.3634,0.51,2462.39
11-05-2009,1.3582,0.49,2433.59
12-05-2009,1.3648,0.85,2424.34
13-05-2009,1.36,0.73,2357.3
14-05-2009,1.3639,0.72,2353.53
15-05-2009,1.3495,0.73,2364.1
18-05-2009,1.3562,0.77,2422.74
19-05-2009,1.363,0.84,2459.59
20-05-2009,1.378,0.92,2487.17
21-05-2009,1.389,0.92,2423.72
22-05-2009,1.3998,1.08,2433.52
25-05-2009,1.4017,1.12,2440.23
26-05-2009,1.3985,1.15,2468.45
27-05-2009,1.3825,1.01,2479.48
28-05-2009,1.3941,0.9,2453.15
29-05-2009,1.4158,0.83,2451.24
01-06-2009,1.4159,0.69,2537.35
02-06-2009,1.4303,0.61,2534.17
03-06-2009,1.4162,0.58,2483.39
04-06-2009,1.4183,0.58,2487.08
05-06-2009,1.3968,0.55,2503.17
08-06-2009,1.39,0.5,2468.37
09-06-2009,1.4065,0.74,2479.38
10-06-2009,1.3984,0.8,2500.94
11-06-2009,1.4108,0.79,2522.33
12-06-2009,1.4016,0.84,2509.22
15-06-2009,1.3803,0.85,2431.4
16-06-2009,1.3837,0.86,2425.97
17-06-2009,1.3942,0.85,2383.71
18-06-2009,1.39,0.84,2414.44
19-06-2009,1.3937,0.79,2434.77
22-06-2009,1.3865,0.76,2359.28
23-06-2009,1.4077,0.75,2353.48
24-06-2009,1.393,1.39,2418.46
25-06-2009,1.3988,0.43,2402.32
26-06-2009,1.4056,0.39,2389.91
29-06-2009,1.4083,0.38,2437.72
30-06-2009,1.4033,0.4,2401.69
01-07-2009,1.4142,0.34,2449.73
02-07-2009,1.4003,0.36,2369.65
03-07-2009,1.398,0.33,2376.48
06-07-2009,1.3984,0.33,2343.88
07-07-2009,1.3924,0.48,2320.9
08-07-2009,1.3884,0.36,2291.33
09-07-2009,1.402,0.36,2313.87
10-07-2009,1.3936,0.34,2281.47
13-07-2009,1.3978,0.35,2345.22
14-07-2009,1.3967,0.36,2370.71
15-07-2009,1.4107,0.34,2451.02
16-07-2009,1.4148,0.36,2458.97
17-07-2009,1.4102,0.36,2469.2
20-07-2009,1.4231,0.35,2500.69
21-07-2009,1.4226,0.36,2519.99
22-07-2009,1.422,0.37,2528.85
23-07-2009,1.4143,0.36,2585.79
24-07-2009,1.4202,0.35,2582.76
27-07-2009,1.4232,0.34,2601.41
28-07-2009,1.4167,0.35,2573.08
29-07-2009,1.405,0.35,2600.31
30-07-2009,1.4075,0.36,2654.74
31-07-2009,1.4257,0.36,2638.13
03-08-2009,1.4412,0.35,2674.07
04-08-2009,1.4408,0.35,2670.96
05-08-2009,1.4404,0.34,2643.13
06-08-2009,1.4345,0.33,2662.01
07-08-2009,1.4183,0.34,2706.22
10-08-2009,1.414,0.33,2693.61
11-08-2009,1.4149,0.47,2650.94
12-08-2009,1.4188,0.34,2688.21
13-08-2009,1.4292,0.34,2705.74
14-08-2009,1.4203,0.34,2669.41
17-08-2009,1.4082,0.35,2603.79
18-08-2009,1.4136,0.34,2630.6
19-08-2009,1.4224,0.34,2622.88
20-08-2009,1.4254,0.33,2663.67
21-08-2009,1.4326,0.34,2745.62
24-08-2009,1.4304,0.35,2778.34
25-08-2009,1.4297,0.35,2801.14
26-08-2009,1.4255,0.34,2788.9
27-08-2009,1.4341,0.34,2777.62
28-08-2009,1.4303,0.33,2803.65
31-08-2009,1.4334,0.34,2775.17
01-09-2009,1.4224,0.33,2715.74
02-09-2009,1.4264,0.33,2703.76
03-09-2009,1.4252,0.33,2699.22
04-09-2009,1.4297,0.33,2743.34
07-09-2009,1.4332,0.34,2783.84
08-09-2009,1.4478,0.54,2786.25
09-09-2009,1.4557,0.33,2820.58
10-09-2009,1.4582,0.34,2817.5
11-09-2009,1.4571,0.34,2831.37
14-09-2009,1.4618,0.35,2829.25
15-09-2009,1.4658,0.36,2843
16-09-2009,1.4709,0.37,2882.28
17-09-2009,1.4741,0.36,2895.45
18-09-2009,1.4712,0.37,2887.24
21-09-2009,1.468,0.35,2872.51
22-09-2009,1.479,0.36,2881.6
23-09-2009,1.4735,0.34,2887.24
24-09-2009,1.4666,0.35,2838.22
25-09-2009,1.4689,0.34,2831.95
28-09-2009,1.4622,0.35,2899.12
29-09-2009,1.4587,0.35,2892.44
30-09-2009,1.464,0.53,2872.63
01-10-2009,1.4545,0.34,2810.46
02-10-2009,1.4576,0.36,2760.6
05-10-2009,1.4648,0.35,2790.78
06-10-2009,1.4722,0.37,2865.7
07-10-2009,1.4691,0.34,2852.17
08-10-2009,1.4794,0.33,2887.61
09-10-2009,1.4732,0.33,2882.18
12-10-2009,1.4773,0.34,2914.35
13-10-2009,1.4854,0.57,2879.06
14-10-2009,1.4925,0.37,2950.82
15-10-2009,1.4947,0.34,2939.09
16-10-2009,1.4905,0.34,2893.53
19-10-2009,1.4965,0.35,2947.41
20-10-2009,1.4945,0.35,2925.08
21-10-2009,1.5016,0.35,2936.83
22-10-2009,1.5033,0.35,2902.19
23-10-2009,1.5008,0.34,2886.08
26-10-2009,1.4876,0.34,2834.82
27-10-2009,1.4804,0.34,2835.17
28-10-2009,1.4706,0.35,2778.46
29-10-2009,1.4822,0.35,2824.78
30-10-2009,1.4719,0.4,2743.5
02-11-2009,1.4775,0.33,2762.95
03-11-2009,1.4724,0.32,2712.3
04-11-2009,1.4861,0.33,2763.29
05-11-2009,1.4871,0.33,2793.44
06-11-2009,1.4847,0.33,2794.25
09-11-2009,1.4999,0.33,2860.11
10-11-2009,1.4993,0.69,2856.44
11-11-2009,1.4987,0.34,2881.01
12-11-2009,1.485,0.34,2876.92
13-11-2009,1.4903,0.36,2883.04
16-11-2009,1.497,0.35,2926.15
17-11-2009,1.4876,0.34,2906.92
18-11-2009,1.4963,0.35,2908.53
19-11-2009,1.4925,0.35,2860.29
20-11-2009,1.4862,0.35,2833.06
23-11-2009,1.4961,0.35,2898.19
24-11-2009,1.4968,0.35,2877.58
25-11-2009,1.5134,0.35,2896.9
26-11-2009,1.5019,0.36,2799.44
27-11-2009,1.4988,0.34,2831.14
30-11-2009,1.5005,0.43,2797.25
01-12-2009,1.5081,0.34,2871.75
02-12-2009,1.5044,0.35,2877.94
03-12-2009,1.5053,0.34,2876.14
04-12-2009,1.4858,0.34,2910.33
07-12-2009,1.4827,0.64,2896.23
08-12-2009,1.4704,0.35,2849.17
09-12-2009,1.4726,0.35,2818.1
10-12-2009,1.4732,0.35,2851.29
11-12-2009,1.4615,0.35,2862.32
14-12-2009,1.4656,0.35,2885
15-12-2009,1.4538,0.35,2888.58
16-12-2009,1.4531,0.35,2926.52
17-12-2009,1.4338,0.34,2891.66
18-12-2009,1.4338,0.34,2871.22
21-12-2009,1.4276,0.33,2926.05
22-12-2009,1.4249,0.32,2945.71
23-12-2009,1.4337,0.3,2957.48
24-12-2009,1.438,0.3,2957.03
25-12-2009,1.4411,,
28-12-2009,1.4378,0.33,2982.42
29-12-2009,1.4354,0.33,2992.08
30-12-2009,1.4339,0.32,2966.24
31-12-2009,1.4321,0.41,2964.96
01-01-2010,1.4324,,
04-01-2010,1.4413,0.34,3017.8
05-01-2010,1.4365,0.32,3012.36
06-01-2010,1.4408,0.32,3009.66
07-01-2010,1.4308,0.35,3007.34
08-01-2010,1.4409,0.35,3017.85
11-01-2010,1.4513,0.34,3010.24
12-01-2010,1.4486,0.33,2976.89
13-01-2010,1.451,0.32,2978.41
14-01-2010,1.4499,0.32,2989.71
15-01-2010,1.4387,0.32,2940.25
18-01-2010,1.4384,0.33,2957.87
19-01-2010,1.4288,0.58,2984.82
20-01-2010,1.4106,0.34,2914.6
21-01-2010,1.4084,0.33,2863.25
22-01-2010,1.4139,0.32,2836.8
25-01-2010,1.4151,0.34,2807.3
26-01-2010,1.4072,0.33,2827.74
27-01-2010,1.4024,0.34,2787.4
28-01-2010,1.3971,0.34,2737.33
29-01-2010,1.3863,0.33,2776.83
01-02-2010,1.3931,0.32,2793.29
02-02-2010,1.3964,0.33,2830.01
03-02-2010,1.3893,0.32,2804.61
04-02-2010,1.3723,0.32,2707.45
05-02-2010,1.3678,0.31,2631.64
08-02-2010,1.3649,0.32,2664.29
09-02-2010,1.3797,0.64,2668.43
10-02-2010,1.3737,0.32,2700.17
11-02-2010,1.3693,0.32,2680.25
12-02-2010,1.3632,0.32,2674.46
15-02-2010,1.3598,0.32,2683.83
16-02-2010,1.377,0.32,2720.77
17-02-2010,1.3607,0.32,2762.25
18-02-2010,1.3527,0.33,2778.3
19-02-2010,1.3613,0.33,2793.37
22-02-2010,1.3596,0.34,2778.12
23-02-2010,1.3507,0.34,2730.57
24-02-2010,1.3538,0.34,2734.95
25-02-2010,1.3548,0.34,2684.42
26-02-2010,1.3631,0.32,2728.47
01-03-2010,1.356,0.31,2772.7
02-03-2010,1.3615,0.32,2796.33
03-03-2010,1.3697,0.32,2822.59
04-03-2010,1.3581,0.32,2816.1
05-03-2010,1.3626,0.32,2877.44
08-03-2010,1.3634,0.31,2879.29
09-03-2010,1.3602,0.64,2880.71
10-03-2010,1.3657,0.33,2909.4
11-03-2010,1.3681,0.35,2895.74
12-03-2010,1.3769,0.34,2898.36
15-03-2010,1.3677,0.33,2870.55
16-03-2010,1.3766,0.32,2905.93
17-03-2010,1.3738,0.33,2931.31
18-03-2010,1.3608,0.33,2913.74
19-03-2010,1.353,0.34,2897.95
22-03-2010,1.3558,0.34,2890.75
23-03-2010,1.3499,0.35,2910.52
24-03-2010,1.3315,0.33,2903.94
25-03-2010,1.3273,0.34,2948.09
26-03-2010,1.341,0.33,2940.94
29-03-2010,1.3483,0.34,2947.49
30-03-2010,1.3414,0.35,2939.68
31-03-2010,1.351,0.4,2931.16
01-04-2010,1.3589,0.32,2978.5
02-04-2010,1.3504,,
05-04-2010,1.3484,,
06-04-2010,1.3399,0.32,2989.49
07-04-2010,1.3344,0.33,2974.62
08-04-2010,1.3361,0.33,2942.31
09-04-2010,1.35,0.32,2993.54
12-04-2010,1.3592,0.34,3002.23
13-04-2010,1.3614,0.66,2988.24
14-04-2010,1.3653,0.34,3008.03
15-04-2010,1.3573,0.34,3012.65
16-04-2010,1.3503,0.33,2949.65
19-04-2010,1.3489,0.34,2940.19
20-04-2010,1.3435,0.34,2983.91
21-04-2010,1.339,0.34,2947.64
22-04-2010,1.3295,0.34,2897.59
23-04-2010,1.3384,0.34,2918.11
26-04-2010,1.3383,0.34,2947.04
27-04-2010,1.3175,0.35,2838.78
28-04-2010,1.3221,0.35,2788.54
29-04-2010,1.3233,0.35,2828.12
30-04-2010,1.3294,0.34,2816.86
03-05-2010,1.3195,0.34,2816.5
04-05-2010,1.2987,0.34,2708.12
05-05-2010,1.2814,0.34,2679.3
06-05-2010,1.262,0.34,2611.41
07-05-2010,1.2755,0.32,2500.18
10-05-2010,1.2787,0.34,2758.89
11-05-2010,1.2662,0.64,2730.48
12-05-2010,1.2614,0.31,2764.31
13-05-2010,1.2535,0.31,2764.05
14-05-2010,1.2358,0.34,2633.92
17-05-2010,1.2395,0.32,2635.34
18-05-2010,1.2202,0.33,2698.21
19-05-2010,1.2415,0.33,2619.48
20-05-2010,1.2487,0.34,2569.58
21-05-2010,1.257,0.3,2574.18
24-05-2010,1.2372,0.3,2558.27
25-05-2010,1.2345,0.34,2488.5
26-05-2010,1.2178,0.34,2530.34
27-05-2010,1.2362,0.33,2619.36
28-05-2010,1.2273,0.34,2614.06
31-05-2010,1.2306,0.33,2610.26
01-06-2010,1.2229,0.33,2606.58
02-06-2010,1.2249,0.3,2601.98
03-06-2010,1.2163,0.3,2634.16
04-06-2010,1.1967,0.32,2553.59
07-06-2010,1.1923,0.32,2529.97
08-06-2010,1.1973,0.32,2510.84
09-06-2010,1.1979,0.33,2556.68
10-06-2010,1.2124,0.33,2608.74
11-06-2010,1.2112,0.33,2638.31
14-06-2010,1.2221,0.32,2683.46
15-06-2010,1.2332,0.66,2716.3
16-06-2010,1.2311,0.34,2718.73
17-06-2010,1.2389,0.35,2728.12
18-06-2010,1.2388,0.37,2737.02
21-06-2010,1.2312,0.35,2768.27
22-06-2010,1.2271,0.35,2745.97
23-06-2010,1.2311,0.33,2704.8
24-06-2010,1.2333,0.33,2645.32
25-06-2010,1.2369,0.32,2629.25
28-06-2010,1.2277,0.33,2668.67
29-06-2010,1.2188,0.32,2556.34
30-06-2010,1.2238,0.54,2573.32
01-07-2010,1.2527,0.48,2518.65
02-07-2010,1.2566,0.44,2522.36
05-07-2010,1.2538,0.4,2507.83
06-07-2010,1.2626,0.42,2578.69
07-07-2010,1.2638,0.41,2634.39
08-07-2010,1.2698,0.4,2666.42
09-07-2010,1.2641,0.39,2681.2
12-07-2010,1.2596,0.39,2686.09
13-07-2010,1.2724,0.75,2737.59
14-07-2010,1.2743,0.44,2738.96
15-07-2010,1.295,0.49,2702.81
16-07-2010,1.293,0.56,2645.61
19-07-2010,1.2942,0.56,2634.6
20-07-2010,1.288,0.55,2627.28
21-07-2010,1.2754,0.53,2639.52
22-07-2010,1.2893,0.52,2714.21
23-07-2010,1.2909,0.5,2719.13
26-07-2010,1.2994,0.5,2743.12
27-07-2010,1.2996,0.49,2769.31
28-07-2010,1.2995,0.48,2766.11
29-07-2010,1.3079,0.45,2752.93
30-07-2010,1.3052,0.42,2742.14
02-08-2010,1.3179,0.4,2822.17
03-08-2010,1.3231,0.38,2818.97
04-08-2010,1.3161,0.36,2825.08
05-08-2010,1.3189,0.36,2819.34
06-08-2010,1.328,0.35,2779.34
09-08-2010,1.3222,0.34,2827.27
10-08-2010,1.3177,0.77,2800.02
11-08-2010,1.2863,0.48,2724.16
12-08-2010,1.2829,0.46,2720.85
13-08-2010,1.2754,0.45,2708.73
16-08-2010,1.2827,0.45,2698.29
17-08-2010,1.2885,0.44,2737.69
18-08-2010,1.2853,0.44,2728.66
19-08-2010,1.2823,0.43,2675.02
20-08-2010,1.2712,0.43,2643.98
23-08-2010,1.2657,0.42,2660.84
24-08-2010,1.2627,0.41,2614.54
25-08-2010,1.2659,0.41,2587.4
26-08-2010,1.2716,0.41,2606.89
27-08-2010,1.2763,0.39,2630.35
30-08-2010,1.2663,0.38,2616.57
31-08-2010,1.268,0.39,2622.95
01-09-2010,1.2809,0.37,2715.27
02-09-2010,1.2826,0.36,2715.19
03-09-2010,1.2896,0.36,2746.23
06-09-2010,1.2876,0.38,2753.6
07-09-2010,1.2682,0.7,2727.16
08-09-2010,1.272,0.42,2752.89
09-09-2010,1.2696,0.42,2782.43
10-09-2010,1.2679,0.42,2780.4
13-09-2010,1.2883,0.42,2805.06
14-09-2010,1.2998,0.44,2806.47
15-09-2010,1.3011,0.46,2794.36
16-09-2010,1.3078,0.46,2784.61
17-09-2010,1.305,0.45,2757.37
20-09-2010,1.3061,0.45,2802.67
21-09-2010,1.3264,0.44,2794.55
22-09-2010,1.3406,0.44,2752.77
23-09-2010,1.3314,0.44,2738.61
24-09-2010,1.3492,0.43,2792.75
27-09-2010,1.3455,0.43,2776.33
28-09-2010,1.3585,0.42,2774.62
29-09-2010,1.3627,0.41,2752.71
30-09-2010,1.3634,0.88,2747.9
01-10-2010,1.3791,0.72,2732.91
04-10-2010,1.3685,0.67,2701.02
05-10-2010,1.3839,0.52,2758.56
06-10-2010,1.393,0.44,2780
07-10-2010,1.3926,0.4,2786.88
08-10-2010,1.3939,0.4,2785.43
11-10-2010,1.3876,0.39,2789.72
12-10-2010,1.3925,0.76,2775.75
13-10-2010,1.3961,0.73,2840.55
14-10-2010,1.4084,0.74,2836.11
15-10-2010,1.3977,0.74,2841.65
18-10-2010,1.3934,0.78,2850.72
19-10-2010,1.3727,0.81,2837.33
20-10-2010,1.3964,0.84,2851.52
21-10-2010,1.392,0.86,2882.29
22-10-2010,1.3954,0.85,2873.74
25-10-2010,1.3965,0.86,2871.48
26-10-2010,1.3859,0.86,2856.31
27-10-2010,1.3769,0.85,2829.42
28-10-2010,1.393,0.78,2845.53
29-10-2010,1.3947,0.72,2844.99
01-11-2010,1.3893,0.68,2836.73
02-11-2010,1.4034,0.66,2861.01
03-11-2010,1.4139,0.58,2830.43
04-11-2010,1.4207,0.46,2884.21
05-11-2010,1.4032,0.36,2875.94
08-11-2010,1.392,0.37,2867.96
09-11-2010,1.3773,0.73,2890.64
10-11-2010,1.3783,0.8,2845.93
11-11-2010,1.3667,0.8,2831.22
12-11-2010,1.3691,0.79,2822.43
15-11-2010,1.3587,0.76,2848.45
16-11-2010,1.3489,0.74,2781.77
17-11-2010,1.3529,0.71,2802.7
18-11-2010,1.3643,0.63,2855.23
19-11-2010,1.3673,0.55,2845.75
22-11-2010,1.3627,0.52,2811.43
23-11-2010,1.3367,0.51,2739.37
24-11-2010,1.3335,0.48,2758.02
25-11-2010,1.336,0.47,2765.05
26-11-2010,1.3242,0.45,2736.96
29-11-2010,1.3125,0.43,2669.96
30-11-2010,1.2983,0.54,2650.99
01-12-2010,1.3139,0.47,2721.87
02-12-2010,1.3209,0.46,2781.39
03-12-2010,1.3414,0.41,2782.39
06-12-2010,1.3308,0.39,2769.96
07-12-2010,1.3261,0.74,2802.74
08-12-2010,1.3262,0.72,2818.95
09-12-2010,1.3239,0.65,2840.71
10-12-2010,1.3226,0.63,2839.53
13-12-2010,1.3391,0.59,2855.37
14-12-2010,1.3378,0.57,2861.67
15-12-2010,1.3214,0.51,2841.99
16-12-2010,1.3244,0.45,2845.78
17-12-2010,1.3188,0.43,2821.77
20-12-2010,1.3131,0.4,2839.22
21-12-2010,1.31,0.39,2876.99
